Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Bonsignore, M; Tamburrino, S; Oliveri, E; Marchetti, A; Durante, C; Berni, A; Quinci, E; Sprovieri, M",,,,"Bonsignore, M.; Tamburrino, S.; Oliveri, E.; Marchetti, A.; Durante, C.; Berni, A.; Quinci, E.; Sprovieri, M.",,,Tracing mercury pathways in Augusta Bay (southern Italy) by total concentration and isotope determination,ENVIRONMENTAL POLLUTION,,,,,,,,,,,,,,,,,"; Sprovieri, Mario/AAY-1021-2020; Tamburrino, Stella/HPI-1288-2023","bonsignore, maria/0000-0002-6208-5682; Tamburrino, Stella/0000-0002-8330-8590; Durante, Caterina/0000-0002-3955-7522; Oliveri, Elvira/0000-0002-9483-4481; Berni, Alex/0000-0001-9526-7346; Quinci, Enza Maria/0000-0002-0527-7354; SPROVIERI, MARIO/0000-0002-7192-5014",,,,,,,,,,,,,0269-7491,1873-6424,,,,OCT,2015,205,,,,,,178,185,,10.1016/j.envpol.2015.05.033,http://dx.doi.org/10.1016/j.envpol.2015.05.033,,,,,,,,26074159,,,,,WOS:000362308100022,View Full Record in Web of Science
J,"REIMNITZ, E; MCCORMICK, M; MCDOUGALL, K; BROUWERS, E",,,,"REIMNITZ, E; MCCORMICK, M; MCDOUGALL, K; BROUWERS, E",,,"SEDIMENT EXPORT BY ICE RAFTING FROM A COASTAL POLYNYA, ARCTIC ALASKA, USA",ARCTIC AND ALPINE RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0004-0851,,,,,MAY,1993,25,2,,,,,83,98,,10.2307/1551544,http://dx.doi.org/10.2307/1551544,,,,,,,,,,,,,WOS:A1993LC44700001,View Full Record in Web of Science
J,"Maia, HA; Morais, RA; Quimbayo, JP; Dias, MS; Sampaio, CLS; Horta, PA; Ferreira, CEL; Floeter, SR",,,,"Maia, Hugulay A.; Morais, Renato A.; Quimbayo, Juan Pablo; Dias, Murilo S.; Sampaio, Claudio L. S.; Horta, Paulo A.; Ferreira, Carlos Eduardo L.; Floeter, Sergio R.",,,"Spatial patterns and drivers of fish and benthic reef communities at Sao Tome Island, Tropical Eastern Atlantic",MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,,,,,,,,,,,,,,,,,"Araujo, Renato/AAA-7903-2021; Leite Ferreira, Carlos Eduardo/JVD-6035-2023; Sversut Dias, Murilo/G-5549-2010; Horta, Paulo/L-3092-2015; Quimbayo, Juan Pablo/O-9566-2015; Fapesp, Biota/F-8655-2017; Ferreira, Carlos/JVD-6035-2023; Dias, Murilo/G-5549-2010; Floeter, Sergio/B-1438-2012","Leite Ferreira, Carlos Eduardo/0000-0002-4311-0491; Sversut Dias, Murilo/0000-0002-7213-5284; Sampaio, Cláudio/0000-0002-0389-2302; Quimbayo, Juan Pablo/0000-0001-5346-3488; Morais Araujo, Renato/0000-0003-4652-6676; Fapesp, Biota/0000-0002-9887-8449; Albuquerque Maia, Hugulay/0000-0002-3011-600X; Floeter, Sergio/0000-0002-3201-6504",,,,,,,,,,,,,0173-9565,1439-0485,,,,DEC,2018,39,6,,,,,,,e12520,10.1111/maec.12520,http://dx.doi.org/10.1111/maec.12520,,,,,,,,,,,,,WOS:000459165700003,View Full Record in Web of Science
J,"Gomes, MP; Vital, H; Droxler, AW",,,,"Gomes, Moab Praxedes; Vital, Helenice; Droxler, Andre Willy",,,"Terraces, reefs, and valleys along the Brazil northeast outer shelf: deglacial sea-level archives?",GEO-MARINE LETTERS,,,,,,,,,,,,,,,,,"Vital, Helenice/H-4898-2013; Gomes, Moab/AAK-9567-2021","Vital, Helenice/0000-0003-0462-9028; Gomes, Moab Praxedes/0000-0003-0836-1073",,,,,,,,,,,,,0276-0460,1432-1157,,,,OCT,2020,40,5,,,,,699,711,,10.1007/s00367-020-00666-4,http://dx.doi.org/10.1007/s00367-020-00666-4,,JUL 2020,,,,,,,,,,,WOS:000545047700001,View Full Record in Web of Science
J,"Koppelmann, R; Weikert, H",,,,"Koppelmann, R; Weikert, H",,,Temporal changes of deep-sea mesozooplankton abundance in the temperate NE Atlantic and estimates of the carbon budget,MARINE ECOLOGY PROGRESS SERIES,,,,,,,,,,,,,,,,,,"Koppelmann, Rolf/0000-0002-0561-9617",,,,,,,,,,,,,0171-8630,1616-1599,,,,,1999,179,,,,,,27,40,,10.3354/meps179027,http://dx.doi.org/10.3354/meps179027,,,,,,,,,,,,,WOS:000080261400003,View Full Record in Web of Science
J,"Pasqual, C; Amores, A; Flexas, MM; Monserrat, S; Calafat, A",,,,"Pasqual, Catalina; Amores, Angel; Mar Flexas, M.; Monserrat, Sebastia; Calafat, Antoni",,,Environmental factors controlling particulate mass fluxes on the Mallorca continental slope (Western Mediterranean Sea),JOURNAL OF MARINE SYSTEMS,,,,,"International Workshop on Environment, Ecosystems and Demersal Resources and Fisheries","NOV 14-16, 2012","Palma de Mallorca, SPAIN",,,,,,,,,,"Calafat, Antoni/J-5848-2017; Monserrat, Sebastian/G-9641-2015; Flexas, Mar/GOV-3308-2022; Pasqual Mas, Catalina/I-6809-2015; Calafat, Antoni/J-5848-2017; Pasqual, Catalina/I-6809-2015; Amores, Angel/H-9535-2015","Calafat, Antoni/0000-0001-7927-3105; Monserrat, Sebastian/0000-0002-5965-4872; Pasqual Mas, Catalina/0000-0001-8657-327X; Calafat, Antoni/0000-0001-7927-3105; Amores, Angel/0000-0003-4139-1557; Flexas, Mar/0000-0002-0617-3004",,,,,,,,,,,,,0924-7963,1879-1573,,,,OCT,2014,138,,,,SI,,63,69,,10.1016/j.jmarsys.2014.05.008,http://dx.doi.org/10.1016/j.jmarsys.2014.05.008,,,,,,,,,,,,,WOS:000341471900007,View Full Record in Web of Science
J,"Xiong, G; Zhang, ZP; Qi, YH",,,,"Xiong, Gang; Zhang, Zhanping; Qi, Yuhong",,,Effect of the properties of long afterglow phosphors on the antifouling performance of silicone fouling-release coating,PROGRESS IN ORGANIC COATINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0300-9440,1873-331X,,,,SEP,2022,170,,,,,,,,106965,10.1016/j.porgcoat.2022.106965,http://dx.doi.org/10.1016/j.porgcoat.2022.106965,,JUN 2022,,,,,,,,,,,WOS:000833536300002,View Full Record in Web of Science
J,"Dickins, D; Hearon, G; Morris, K; Ambrosius, K; Horowitz, W",,,,"Dickins, David; Hearon, Greg; Morris, Kim; Ambrosius, Ken; Horowitz, Warren",,,Mapping sea ice overflood using remote sensing: Alaskan Beaufort Sea,COLD REGIONS SCIENCE AND TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0165-232X,,,,,MAR,2011,65,3,,,,,275,285,,10.1016/j.coldregions.2010.10.015,http://dx.doi.org/10.1016/j.coldregions.2010.10.015,,,,,,,,,,,,,WOS:000287787300001,View Full Record in Web of Science
J,"Ragheb, E; Akel, EHK; Kamal, RM; Hasan, MWA",,,,"Ragheb, Evelyn; Akel, El Sayed Haroun Khamis; Kamal, Reham Mohamed; Hasan, Mohamed Wagih Ahmed",,,Species diversity of gillnet catches along the Egyptian Mediterranean coast of Alexandria,EGYPTIAN JOURNAL OF AQUATIC RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687-4285,2090-3278,,,,SEP,2022,48,3,,,,,281,289,,10.1016/j.ejar.2022.06.002,http://dx.doi.org/10.1016/j.ejar.2022.06.002,,SEP 2022,,,,,,,,,,,WOS:000864096300014,View Full Record in Web of Science
J,"Wang, YMV; Larsen, T; Lebrato, M; Tseng, LC; Lee, PW; Sánchez, N; Molinero, JC; Hwang, JS; Chan, TY; Garbe-Schönberg, D",,,,"Wang, Yiming V.; Larsen, Thomas; Lebrato, Mario; Tseng, Li-Chun; Lee, Pei-Wen; Sanchez, Nicolas; Molinero, Juan-Carlos; Hwang, Jiang-Shiou; Chan, Tin-Yam; Garbe-Schoenberg, Dieter",,,Foraging under extreme events: Contrasting adaptations by benthic macrofauna to drastic biogeochemical disturbance,FUNCTIONAL ECOLOGY,,,,,,,,,,,,,,,,,"; Wang, Yiming/ABF-8263-2021; Garbe-Schönberg, Dieter/AAO-3827-2020","Lebrato, Mario/0000-0001-8058-594X; Wang, Yiming/0000-0003-3228-5592; Tseng, Li-Chun/0000-0003-0251-565X;",,,,,,,,,,,,,0269-8463,1365-2435,,,,MAY,2023,37,5,,,,,1390,1406,,10.1111/1365-2435.14312,http://dx.doi.org/10.1111/1365-2435.14312,,MAR 2023,,,,,,,,,,,WOS:000947978300001,View Full Record in Web of Science
J,"BARRANGUET, C; ALLIOT, E; PLANTECUNY, MR",,,,"BARRANGUET, C; ALLIOT, E; PLANTECUNY, MR",,,BENTHIC MICROPHYTIC ACTIVITY AT 2 MEDITERRANEAN SHELLFISH CULTIVATION SITES WITH REFERENCE TO BENTHIC FLUXES,OCEANOLOGICA ACTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0399-1784,,,,,,1994,17,2,,,,,211,221,,,,,,,,,,,,,,,,WOS:A1994PN99800007,View Full Record in Web of Science
J,"Smith, KL; Baldwin, RJ; Ruhl, HA; Kahru, M; Mitchell, BG; Kaufmann, RS",,,,"Smith, KL; Baldwin, RJ; Ruhl, HA; Kahru, M; Mitchell, BG; Kaufmann, RS",,,"Climate effect on food supply to depths greater than 4,000 meters in the northeast Pacific",LIMNOLOGY AND OCEANOGRAPHY,,,,,,,,,,,,,,,,,,"Mitchell, B Greg/0000-0002-8550-4333",,,,,,,,,,,,,0024-3590,,,,,JAN,2006,51,1,,,,,166,176,,10.4319/lo.2006.51.1.0166,http://dx.doi.org/10.4319/lo.2006.51.1.0166,,,,,,,,,,,,,WOS:000237399700018,View Full Record in Web of Science
J,"DRING, MJ; LUNING, K",,,,"DRING, MJ; LUNING, K",,,INFLUENCE OF SPRING-NEAP TIDAL CYCLES ON THE LIGHT AVAILABLE FOR PHOTOSYNTHESIS BY BENTHIC MARINE PLANTS,MARINE ECOLOGY PROGRESS SERIES,,,,,,,,,,,,,,,,,"Dring, Matthew/B-4941-2014",,,,,,,,,,,,,,0171-8630,,,,,JAN,1994,104,1-2,,,,,131,137,,10.3354/meps104131,http://dx.doi.org/10.3354/meps104131,,,,,,,,,,,,,WOS:A1994MV23900012,View Full Record in Web of Science
J,"Giusti, M; Angiolillo, M; Canese, S; Tunesi, L",,,,"Giusti, Michela; Angiolillo, Michela; Canese, Simonepietro; Tunesi, Leonardo",,,"Mobility of the sea pen Pteroeides spinosum (Ellis, 1764) (Cnidaria: Scleralcionacea: Pennatuloidea)",MARINE BIODIVERSITY,,,,,,,,,,,,,,,,,"Canese, Simonepietro/AAA-5499-2019; Giusti, Michela/AAV-4856-2020; Tunesi, Leonardo/AGF-5524-2022; Angiolillo, Michela/L-2274-2015","Giusti, Michela/0000-0002-4558-9491;",,,,,,,,,,,,,1867-1616,1867-1624,,,,JUN,2024,54,3,,,,,,,45,10.1007/s12526-024-01440-w,http://dx.doi.org/10.1007/s12526-024-01440-w,,,,,,,,,,,,,WOS:001217575100001,View Full Record in Web of Science
J,"McGonigle, C; Brown, C; Quinn, R; Grabowski, J",,,,"McGonigle, Chris; Brown, Craig; Quinn, Rory; Grabowski, Jonathan",,,"Evaluation of image-based multibeam sonar backscatter classification for benthic habitat discrimination and mapping at Stanton Banks, UK",ESTUARINE COASTAL AND SHELF SCIENCE,,,,,,,,,,,,,,,,,"; Quinn, Rory/G-4237-2010; Brown, Craig/N-7364-2013","Brown, Craig/0000-0002-5125-978X; Quinn, Rory/0000-0001-7946-565X; Grabowski, Jonathan/0000-0003-4711-5481; McGonigle, Chris/0000-0002-0262-0559",,,,,,,,,,,,,0272-7714,1096-0015,,,,FEB 10,2009,81,3,,,,,423,437,,10.1016/j.ecss.2008.11.017,http://dx.doi.org/10.1016/j.ecss.2008.11.017,,,,,,,,,,,,,WOS:000263209300016,View Full Record in Web of Science
J,"Cheng, CH; Borsje, BW; Beauchard, O; O'Flynn, S; Ysebaert, T; Soetaert, K",,,,"Cheng, Chiu H.; Borsje, Bas W.; Beauchard, Olivier; O'Flynn, Sarah; Ysebaert, Tom; Soetaert, Karline",,,Small-scale macrobenthic community structure along asymmetrical sand waves in an underwater seascape,MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,,,,,,,,,,,,,,,,,"Soetaert, Karline/A-9839-2011","Cheng, Chiu/0000-0002-7232-6849; Borsje, Bas/0000-0002-0357-6270",,,,,,,,,,,,,0173-9565,1439-0485,,,,JUN,2021,42,3,,,,,,,e12657,10.1111/maec.12657,http://dx.doi.org/10.1111/maec.12657,,MAY 2021,,,,,,,,,,,WOS:000651236500001,View Full Record in Web of Science
J,"Plets, R; Clements, A; Quinn, R; Strong, J",,,,"Plets, Ruth; Clements, Annika; Quinn, Rory; Strong, James",,,"Marine substratum map of the Causeway Coast, Northern Ireland",JOURNAL OF MAPS,,,,,,,,,,,,,,,,,"; Plets, Ruth/AAG-9717-2019; Quinn, Rory/G-4237-2010; Clements, Annika/NKQ-2213-2025","Strong, James Asa/0000-0001-8603-097X; Quinn, Rory/0000-0001-7946-565X; Plets, Ruth/0000-0002-9092-7533;",,,,,,,,,,,,,1744-5647,,,,,,2012,8,1,,,,,1,13,,10.1080/17445647.2012.661957,http://dx.doi.org/10.1080/17445647.2012.661957,,,,,,,,,,,,,WOS:000305899100001,View Full Record in Web of Science
J,"Casanova-Arenillas, S; Rodríguez-Tovar, FJ; Martínez-Ruiz, F",,,,"Casanova-Arenillas, Santiago; Rodriguez-Tovar, Francisco J.; Martinez-Ruiz, Francisca",,,Ichnological evidence for bottom water oxygenation during organic rich layer deposition in the westernmost Mediterranean over the Last Glacial Cycle,MARINE GEOLOGY,,,,,,,,,,,,,,,,,"Rodríguez-Tovar, Francisco/AAA-9041-2020; Casanova Arenillas, Santiago/ABA-3926-2021; Martinez-Ruiz, Francisca/C-5908-2014","Casanova Arenillas, Santiago/0000-0001-5827-8011; Martinez-Ruiz, Francisca/0000-0002-8301-4453",,,,,,,,,,,,,0025-3227,1872-6151,,,,JAN,2022,443,,,,,,,,106673,10.1016/j.margeo.2021.106673,http://dx.doi.org/10.1016/j.margeo.2021.106673,,OCT 2021,,,,,,,,,,,WOS:000713824700003,View Full Record in Web of Science
J,"Strong, JA",,,,"Strong, James Asa",,,An error analysis of marine habitat mapping methods and prioritised work packages required to reduce errors and improve consistency,ESTUARINE COASTAL AND SHELF SCIENCE,,,,,,,,,,,,,,,,,,"Strong, James Asa/0000-0001-8603-097X",,,,,,,,,,,,,0272-7714,1096-0015,,,,AUG 5,2020,240,,,,,,,,106684,10.1016/j.ecss.2020.106684,http://dx.doi.org/10.1016/j.ecss.2020.106684,,,,,,,,,,,,,WOS:000535863600006,View Full Record in Web of Science
S,"Karsten, U; Schaub, I; Woelfel, J; Sevilgen, DS; Schlie, C; Becker, B; Wulff, A; Graeve, M; Wagner, H",,"Hop, H; Wiencke, C",,"Karsten, Ulf; Schaub, Iris; Woelfel, Jana; Sevilgen, Duygu S.; Schlie, Carolin; Becker, Burkhard; Wulff, Angela; Graeve, Martin; Wagner, Heiko",,,Living on Cold Substrata: New Insights and Approaches in the Study of Microphytobenthos Ecophysiology and Ecology in Kongsfjorden,"ECOSYSTEM OF KONGSFJORDEN, SVALBARD",Advances in Polar Ecology,,,,,,,,,,,,,,,,"; Wagner, Heiko/ABB-6520-2021; Becker, Burkhard/I-4022-2012","Wagner, Heiko/0000-0003-2130-9915; Becker, Burkhard/0000-0002-7965-1396",,,,,,,,,,,,,2468-5712,,978-3-319-46425-1; 978-3-319-46423-7,,,,2019,2,,,,,,303,330,,10.1007/978-3-319-46425-1_8,http://dx.doi.org/10.1007/978-3-319-46425-1_8,10.1007/978-3-319-46425-1,,,,,,,,,,,,WOS:000488059000008,View Full Record in Web of Science
J,"Rubin-Blum, M; Rahav, E; Sisma-Ventura, G; Yudkovski, Y; Harbuzov, Z; Bialik, OM; Ezra, O; Foubert, A; Herut, B; Makovsky, Y",,,,"Rubin-Blum, Maxim; Rahav, Eyal; Sisma-Ventura, Guy; Yudkovski, Yana; Harbuzov, Zoya; Bialik, Or M.; Ezra, Oded; Foubert, Anneleen; Herut, Barak; Makovsky, Yizhaq",,,Animal burrowing at cold seep ecotones boosts productivity by linking macromolecule turnover with chemosynthesis and nutrient cycling,BIOGEOSCIENCES,,,,,,,,,,,,,,,,,"Makovsky, Yizhaq/L-1168-2017; Foubert, Anneleen/F-7245-2019","Makovsky, Yizhaq/0000-0001-6762-9549; Foubert, Anneleen/0000-0002-9011-9683; Herut, Barak/0000-0002-7093-8753",,,,,,,,,,,,,1726-4170,1726-4189,,,,MAR 10,2025,22,5,,,,,1321,1340,,10.5194/bg-22-1321-2025,http://dx.doi.org/10.5194/bg-22-1321-2025,,,,,,,,,,,,,WOS:001440450500001,View Full Record in Web of Science
J,"Glud, RN; Ramsing, NB; Gundersen, JK; Klimant, I",,,,"Glud, RN; Ramsing, NB; Gundersen, JK; Klimant, I",,,Planar optrodes: A new tool for fine scale measurements of two-dimensional O-2 distribution in benthic communities,MARINE ECOLOGY PROGRESS SERIES,,,,,,,,,,,,,,,,,,"Glud, Ronnie N/0000-0002-7069-893X",,,,,,,,,,,,,0171-8630,,,,,SEP,1996,140,1-3,,,,,217,226,,10.3354/meps140217,http://dx.doi.org/10.3354/meps140217,,,,,,,,,,,,,WOS:A1996VJ37700020,View Full Record in Web of Science
J,"Pringault, O; deWit, R; Caumette, P",,,,"Pringault, O; deWit, R; Caumette, P",,,A Benthic Gradient Chamber for culturing phototrophic sulfur bacteria on reconstituted sediments,FEMS MICROBIOLOGY ECOLOGY,,,,,,,,,,,,,,,,,"De Wit, Rutger/KBD-4717-2024; Pringault, Olivier/A-7399-2008","Pringault, Olivier/0000-0003-2363-8376",,,,,,,,,,,,,0168-6496,1574-6941,,,,AUG,1996,20,4,,,,,237,250,,,,,,,,,,,,,,,,WOS:A1996VE00900004,View Full Record in Web of Science
J,"Rastoin-Laplane, E; Salinas-de-León, P; Goetze, JS; Saunders, BJ; Mckinley, SJ; Norris, C; Gosby, C; Mattingly, A; Garcia, R; Harvey, ES",,,,"Rastoin-Laplane, Etienne; Salinas-de-Leon, Pelayo; Goetze, Jordan S.; Saunders, Benjamin J.; Mckinley, Simon J.; Norris, Courtney; Gosby, Corinna; Mattingly, Andrea; Garcia, Rodrigo; Harvey, Euan S.",,,Fluctuations of Galapagos mid-water and benthic reef fish populations during the 2015-16 ENSO,ESTUARINE COASTAL AND SHELF SCIENCE,,,,,,,,,,,,,,,,,"; Saunders, Benjamin/J-5220-2013; Harvey, Euan/B-2896-2011; Goetze, Jordan/J-3099-2015","Gosby, Corinna/0000-0002-3744-8920; Saunders, Benjamin/0000-0003-1929-518X; Harvey, Euan/0000-0002-9069-4581; Garcia, Roigo/0000-0002-6495-3535",,,,,,,,,,,,,0272-7714,1096-0015,,,,NOV 5,2023,294,,,,,,,,108523,10.1016/j.ecss.2023.108523,http://dx.doi.org/10.1016/j.ecss.2023.108523,,OCT 2023,,,,,,,,,,,WOS:001107461400001,View Full Record in Web of Science
J,"Garrabou, J; Riera, J; Zabala, M",,,,"Garrabou, J; Riera, J; Zabala, M",,,Landscape pattern indices applied to Mediterranean subtidal rocky benthic communities,LANDSCAPE ECOLOGY,,,,,,,,,,,,,,,,,,"Riera Rey, Joan Lluís/0000-0002-2810-2581",,,,,,,,,,,,,0921-2973,,,,,AUG,1998,13,4,,,,,225,247,,10.1023/A:1007952701795,http://dx.doi.org/10.1023/A:1007952701795,,,,,,,,,,,,,WOS:000079677000004,View Full Record in Web of Science
B,"de Oliveira, RG; Dominguez, JML; Lemos, IC; da Silva, CMM",,"Harris, PT; Baker, E",,"de Oliveira, Renato Guimaries; Landim Dominguez, Jose Maria; Lemos Junior, Ivan Cardoso; Menegola da Silva, Carla Maria",,,"Epibenthic marine habitat mapping in a tropical bay: Todos os Santos Bay, Eastern Brazil","SEAFLOOR GEOMORPHOLOGY AS BENTHIC HABITAT: GEOHAB ATLAS OF SEAFLOOR GEOMORPHIC FEATURES AND BENTHIC HABITATS, 2ND EDITION",,,,,,,,,,,,,,,,,"; Dominguez, José/AAB-9181-2020","Menegola, Carla/0000-0002-4913-366X;",,,,,,,,,,,,,,,978-0-12-814961-4; 978-0-12-814960-7,,,,2020,,,,,,,219,230,,10.1016/B978-0-12-814960-7.00011-7,http://dx.doi.org/10.1016/B978-0-12-814960-7.00011-7,10.1016/C2017-0-02139-0,,,,,,,,,,,,WOS:000540371300013,View Full Record in Web of Science
S,"Aguzzi, J; Company, JB; Costa, C; Matabos, M; Azzurro, E; Mànuel, A; Menesatti, P; Sardà, F; Canals, M; Delory, E; Cline, D; Favali, P; Juniper, SK; Furushima, Y; Fujiwara, Y; Chiesa, JJ; Marotta, L; Bahamon, N; Priede, IG",,"Gibson, RN; Atkinson, RJA; Gordon, JDM; Hughes, RN",,"Aguzzi, Jacopo; Company, Joan B.; Costa, Corrado; Matabos, Marjolaine; Azzurro, Ernesto; Manuel, Antoni; Menesatti, Paolo; Sarda, Francesc; Canals, Miquel; Delory, Eric; Cline, Danelle; Favali, Paolo; Juniper, S. Kim; Furushima, Yasuo; Fujiwara, Yoshiro; Chiesa, Juan J.; Marotta, Leonardo; Bahamon, Nixon; Priede, Imants G.",,,CHALLENGES TO THE ASSESSMENT OF BENTHIC POPULATIONS AND BIODIVERSITY AS A RESULT OF RHYTHMIC BEHAVIOUR: VIDEO SOLUTIONS FROM CABLED OBSERVATORIES,"OCEANOGRAPHY AND MARINE BIOLOGY: AN ANNUAL REVIEW, VOL 50",Oceanography and Marine Biology,,,,,,,,,,,,,,,,"Bahamon, Nixon/K-8922-2014; Costa, Corrado/B-1208-2012; Juniper, Kim/N-6769-2015; Favali, Paolo/AAR-5166-2021; Company, Joan B/K-7274-2014; Company, Joan/K-7274-2014; Aguzzi, Jacopo/D-6574-2012; Canals, Miquel/F-4922-2013; Mànuel, Antoni/N-7537-2017; Sarda, Francisco/L-6229-2014; Kim, Jin-Koo/AEC-6629-2022","Bahamon, Nixon/0000-0002-5802-7367; Delory, Eric/0000-0002-3994-4389; Marotta, Leonardo/0000-0001-8599-948X; Costa, Corrado/0000-0003-3711-1399; Juniper, Kim/0000-0002-7608-260X; Company, Joan B/0000-0002-5878-7155; Priede, Imants/0000-0002-5064-9751; Azzurro, Ernesto/0000-0002-9805-3164; Aguzzi, Jacopo/0000-0002-1484-8219; Canals, Miquel/0000-0001-5267-7601;",,,,,,,,,,,,,0078-3218,,978-1-4398-8998-5,,,,2012,50,,,,,,235,285,,,,10.1201/b12157,,,,,,,,,,,,WOS:000309143700005,View Full Record in Web of Science
J,"BRYLINSKY, M",,,,"BRYLINSKY, M",,,RELEASE OF DISSOLVED ORGANIC-MATTER BY SOME MARINE MACROPHYTES,MARINE BIOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0025-3162,1432-1793,,,,,1977,39,3,,,,,213,220,,10.1007/BF00390995,http://dx.doi.org/10.1007/BF00390995,,,,,,,,,,,,,WOS:A1977CU34900002,View Full Record in Web of Science
J,"McLean, DL; Vaughan, BI; Malseed, BE; Taylor, MD",,,,"McLean, D. L.; Vaughan, B., I; Malseed, B. E.; Taylor, M. D.",,,Fish-habitat associations on a subsea pipeline within an Australian Marine Park,MARINE ENVIRONMENTAL RESEARCH,,,,,,,,,,,,,,,,,"McLean, Dianne/H-2449-2012","McLean, Dianne/0000-0002-0306-8348; Taylor, Michael/0000-0001-8136-5359",,,,,,,,,,,,,0141-1136,1879-0291,,,,JAN,2020,153,,,,,,,,104813,10.1016/j.marenvres.2019.104813,http://dx.doi.org/10.1016/j.marenvres.2019.104813,,,,,,,,31623860,,,,,WOS:000508769700008,View Full Record in Web of Science
J,"Van Rein, H; Schoeman, DS; Brown, CJ; Quinn, R; Breen, J",,,,"Van Rein, H.; Schoeman, D. S.; Brown, C. J.; Quinn, R.; Breen, J.",,,Development of benthic monitoring methods using photoquadrats and scuba on heterogeneous hard-substrata: a boulder-slope community case study,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,,,,,,,,,,,,,,,,,"; Quinn, Rory/G-4237-2010; Brown, Craig/N-7364-2013","Brown, Craig/0000-0002-5125-978X; Quinn, Rory/0000-0001-7946-565X; Schoeman, David/0000-0003-1258-0885",,,,,,,,,,,,,1052-7613,1099-0755,,,,NOV-DEC,2011,21,7,,,,,676,689,,10.1002/aqc.1224,http://dx.doi.org/10.1002/aqc.1224,,,,,,,,,,,,,WOS:000297282000008,View Full Record in Web of Science
J,"Adams, LA; Karenyi, N; Parker, D; Sink, K",,,,"Adams, Luther A.; Karenyi, Natasha; Parker, Denham; Sink, Kerry",,,Patterns and potential drivers of mesophotic communities of the warm-temperate Amathole shelf of South Africa,ESTUARINE COASTAL AND SHELF SCIENCE,,,,,,,,,,,,,,,,,"; Parker, Denham/IWM-5767-2023","Ada, Luther/0000-0003-4906-3005;",,,,,,,,,,,,,0272-7714,1096-0015,,,,DEC 5,2023,295,,,,,,,,108562,10.1016/j.ecss.2023.108562,http://dx.doi.org/10.1016/j.ecss.2023.108562,,NOV 2023,,,,,,,,,,,WOS:001149707900001,View Full Record in Web of Science
J,"KOZO, TL",,,,"KOZO, TL",,,THE HYBRID POLYNYA AT THE NORTHERN END OF NARES STRAIT,GEOPHYSICAL RESEARCH LETTERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0094-8276,,,,,NOV,1991,18,11,,,,,2059,2062,,10.1029/91GL02574,http://dx.doi.org/10.1029/91GL02574,,,,,,,,,,,,,WOS:A1991GP75500033,View Full Record in Web of Science
J,"Stolt, M; Bradley, M; Turenne, J; Payne, M; Scherer, E; Cicchetti, G; Shumchenia, E; Guarinello, M; King, J; Boothroyd, J; Oakley, B; Thornber, C; August, P",,,,"Stolt, Mark; Bradley, Michael; Turenne, Jim; Payne, Maggie; Scherer, Eric; Cicchetti, Giancarlo; Shumchenia, Emily; Guarinello, Marisa; King, John; Boothroyd, Jon; Oakley, Bryan; Thornber, Carol; August, Peter",,,Mapping Shallow Coastal Ecosystems: A Case Study of a Rhode Island Lagoon,JOURNAL OF COASTAL RESEARCH,,,,,,,,,,,,,,,,,"; Thornber, Carol/B-5786-2014","Guarinello, Marisa/0000-0002-8334-2166; Thornber, Carol/0000-0003-0034-1035; Oakley, Bryan/0000-0001-7820-4765; Shumchenia, Emily/0000-0003-3159-1491",,,,,,,,,,,,,0749-0208,1551-5036,,,,NOV,2011,27,6A,,S,,,1,15,,10.2122/JCOASTRES-D-11-00002.1,http://dx.doi.org/10.2122/JCOASTRES-D-11-00002.1,,,,,,,,,,,,,WOS:000297278500001,View Full Record in Web of Science
